ID,Name,2019 Revenue,2019 Expenses,2019 Profit,2019 Growth %,2018 Revenue,2018 Expenses,2018 Profit,2018 Growth %,2017 Revenue,2017 Expenses,2017 Profit,Industry,Description,Employees,State,City,Metro Area,Year Founded,Total Growth %,Avg Revenue (2017-2019),Avg Expenses (2017-2019),Avg Profit (2017-2019),Company Founded Longevity,Growth rate in Last 3 Years in %,Admin Spend (2019) Ratio,Marketing & Sales Spend (2019) Ratio,R&D Spend (2019) Ratio,Admin Spend (2019),Marketing & Sales Spend (2019),R&D Spend (2019),Result
814,Miaowgrinder,7697469.18,5036678.99,2660790.19,4.33,1444484,1078684.66,365799.34,4.18,278857.92,236396.86,42461.06,Construction,"Provides complete civil construction services, including abatement and remediation, sports fields and vertical construction.",176,NY,Niagara Falls,"Buffalo-Niagara Falls, NY",2004,26.6,3140270.37,2117253.5,1023016.86,16,13.3,0.2258,0.307,0.4672,1137282.116,1546260.45,2353136.424,0
815,Fablescraper,9515666.04,5424688.48,4090977.56,2.52,2702783,1619966.31,1082816.69,1.97,910027.95,1411335.14,-501307.19,IT Services,"A business advisory center specializing in network convergence, VoIP telephony and virtualization.",12,MI,Kentwood,"Grand Rapids-Wyoming, MI",2013,9.46,4376159,2818663.31,1557495.69,7,4.73,0.2772,0.3053,0.4175,1503723.647,1656157.393,2264807.44,0
816,Lardassare,8758325.58,487246.4,8271079.17,4.11,1714072,99998.63,1614073.37,4.31,322800.75,27358.05,295442.7,Financial Services,Supplies a wide range of customized financial documents and accessories through an e-commerce site.,88,IL,Bridgeview,Chicago,2016,26.13,3598399.44,204867.69,3393531.75,4,13.065,0.2515,0.2087,0.5398,122542.47,101688.324,263015.607,1
817,Numericpigeon,11494179.7,3090940.49,8403239.21,3.2,2734790,538655.75,2196134.25,4.16,529998.06,126379.73,403618.33,Business Products & Services,"Provides yield management services for subscriber-based businesses. It receives data from clients weekly and responds to it by providing recommended pricing and other actions, using A/B testing to validate that results are consistent with prediction.",23,GA,Atlanta,Atlanta,2008,20.69,4919655.92,1251991.99,3667663.93,12,10.345,0.1513,0.337,0.5117,467659.296,1041646.945,1581634.249,0
818,Createblender,9723829.31,5819265.05,3904564.25,4.34,1822499,1033440.38,789058.62,4.13,355262.96,237485.58,117777.38,Business Products & Services,"Develops customized cleaning plans tailored to individual business needs, including scheduling needs and special cleaning needs.",200,NY,NEW YORK,New York City,2015,26.37,3967197.09,2363397,1603800.08,5,13.185,0.2552,0.2742,0.4706,1485076.441,1595642.477,2738546.133,0
819,Beltssneering,8798280.5,6617272.78,2181007.72,3.86,1810842,1364951.3,445890.7,2.77,480329.44,473060.45,7268.99,Education,"A speech-language pathology center that provides educators, parents/caregivers and other professionals with therapeutic services for preschool and school-age children.",62,NY,New York,New York City,2009,17.32,3696483.98,2818428.18,878055.8,11,8.66,0.1857,0.3097,0.5046,1228827.555,2049369.38,3339075.845,0
820,Karatedistance,8445834.38,5221833.46,3224000.92,3.57,1848788,929469.55,919318.45,,,,,Logistics & Transportation,"Provides moving and storage services for families, businesses and military relocations. Anchor also works with hospitals and educational institutions to install and decommission new and old furniture.",49,NJ,Moorestown,Philadelphia,2018,,,,,2,,0.2382,0.204,0.5578,1243840.73,1065254.026,2912738.704,0
821,Footshy,5275078.27,944661.06,4330417.2,3.18,1260547,350518.31,910028.69,3.02,313568.91,94059.65,219509.26,Government Services,Provides physical and facility security services to the federal government. It currently protects the assets and employees of numerous federal complexes and high-visibility locations across the country.,1224,OH,Columbus,"Columbus, OH",2016,15.82,2283064.73,463079.67,1819985.05,4,7.91,0.1744,0.2438,0.5818,164748.889,230308.366,549603.805,0
822,Bonfirefailing,12399629.66,3396475.95,9003153.72,3.98,2491574,670057.29,1821516.71,4.02,496329.48,155372.38,340957.1,IT Services,"Engineers and installs Wi-Fi, data and video/TV networks and provides related support services.",44,NY,Latham,"Albany-Schenectady-Troy, NY",2015,23.98,5129177.71,1407301.87,3721875.84,5,11.99,0.249,0.2661,0.4849,845722.512,903802.25,1646951.188,1
823,Openstrustee,11666249.47,7344982.4,4321267.07,4.5,2119425,1290520.97,828904.03,3.73,448081.4,216114.1,231967.3,Financial Services,"Provides equipment financing for small to medium-sized businesses, especially for transportation equipment such as trucks and trailers.",25,TX,Carrollton,Dallas,2015,25.04,4744585.29,2950539.16,1794046.13,5,12.52,0.1521,0.251,0.5969,1117171.823,1843590.582,4384219.995,0
824,Bevvyvanadium,7168272.49,682467.98,6485804.51,4.43,1319304,133630.97,1185673.03,4.06,260732.02,37451.32,223280.7,Human Resources,An executive search firm that provides executive search services worldwide to a variety of industries.,15,NJ,Englewood Cliffs,New York City,2015,26.49,2916102.84,284516.76,2631586.08,5,13.245,0.2614,0.3025,0.4361,178397.13,206446.564,297624.286,0
825,Launchbiggest,9169187.31,3850630.91,5318556.4,3.89,1874058,732837.27,1141220.73,,,,,IT Services,"Provides IT services, including network engineering, business & technology management consulting, help desk support, application development and hosted cloud services.",29,MO,St. Louis,"St. Louis, MO-IL",2018,,,,,2,,0.2036,0.3279,0.4685,783988.453,1262621.875,1804020.581,0
826,Scornsomalian,8766713.99,2052276.42,6714437.57,2.94,2227038,467532.81,1759505.19,2.44,647394.77,170310.53,477084.24,Software,"Develops all-in-one sales and marketing software used by small businesses to convert more leads, increase sales and save time.",442,AZ,Chandler,,2017,12.54,3880382.25,896706.59,2983675.67,3,6.27,0.2136,0.2385,0.5479,438366.243,489467.926,1124442.251,0
827,Cyclasesvg,7141472.44,4362686.15,2778786.29,4.67,1260314,836680.23,423633.77,4.65,223064.42,127150.45,95913.97,Logistics & Transportation,"Provides custom, expedited freight services for time-sensitive delivery of high-security and perishable products. Offers warehousing, distribution, fulfillment, and temperature-controlled trucking of products such as pharmaceuticals, foods, and flowers and vegetation.",48,IL,Elgin,Chicago,2017,31.02,2874950.29,1775505.61,1099444.68,3,15.51,0.272,0.308,0.42,1186650.633,1343707.334,1832328.183,0
828,Witchesesteemed,8087058.59,5889203.49,2197855.1,3.94,1637998,1387959.46,250038.54,1.44,671310.66,874396.33,-203085.67,Telecommunications,"Delivers Web-hosting for individuals and businesses, focusing on e-commerce, blogging and content management. It also provides data center colocation services. Nexcess.net owns and operates 2 datacenters in the US with operations throughout Europe and Asia.",92,MI,Southfield,Detroit,2009,11.05,3465455.75,2717186.43,748269.32,11,5.525,0.1596,0.2718,0.5686,939916.877,1600685.509,3348601.104,0
829,Blueshiftcrispy,9642188.59,6823454.86,2818733.74,4.2,1852565,2339592.65,-487027.65,1.92,634440.07,615447.81,18992.26,Health,A performance-based health management company that provides a platform that ties health behaviors to health insurance premiums to its clients.,230,TX,Dallas,Dallas,2013,14.2,4043064.55,3259498.44,783566.12,7,7.1,0.153,0.312,0.535,1043988.594,2128917.916,3650548.35,0
830,Dishesbitten,2631234.78,1938472.5,692762.28,3.35,605553,390897.64,214655.36,2.24,186899.07,362922.58,-176023.51,Logistics & Transportation,"Provides third-party logistics and supply chain services to manufacturers, retailers and distributors throughout the U.S. and Canada.",245,KY,Bowling Green,"Bowling Green, KY",2014,13.08,1141228.95,897430.91,243798.04,6,6.54,0.2469,0.3144,0.4387,478608.86,609455.754,850407.886,0
831,Twistedelephant,11917212.64,2814394.06,9102818.58,4.4,2204865,430918.57,1773946.43,3.65,474164.52,83451.12,390713.4,IT Services,"A Digital Marketing & IT resourcing provider that delivers access to highly specialized digital marketing and IT professionals in industries such as retail, media & advertising, and financial services.",150,NY,New York,New York City,2015,24.13,4865414.05,1109587.92,3755826.14,5,12.065,0.1695,0.2222,0.6083,477039.793,625358.36,1711995.907,1
832,Blouseinsoluble,7713376.32,3018423.97,4694952.35,3.52,1704841,673665.48,1031175.52,3.19,406883.29,221548.08,185335.21,Business Products & Services,"Provides technology services, including hardware & systems engineering, software development & testing, IT systems support, cyber security, independent testing & evaluation and program support.",125,MD,College Park,"Washington, DC",2014,17.96,3275033.54,1304545.84,1970487.69,6,8.98,0.1492,0.2978,0.553,450348.856,898886.658,1669188.455,0
833,Whinchatdates,7475092.39,1097499.25,6377593.14,3.49,1665644,180890.51,1484753.49,2.88,429289.69,39005.73,390283.96,Health,"Provides strategic logisitc management services for hospital, health systems and healthcare networks.",39,PA,Shillington,"Reading, PA",2016,16.41,3190008.69,439131.83,2750876.86,4,8.205,0.2037,0.3086,0.4877,223560.597,338688.269,535250.384,0
834,Kidsdoylt,9926310.16,2214088.14,7712222.02,4.95,1667740,315109.94,1352630.06,6.97,209252.2,37610.93,171641.27,Software,"Provides Oracle Modernization services, specializing in Oracle Fusion Middleware Developer Tools and WebLogic Server.",15,MI,Troy,Detroit,2017,46.44,3934434.12,855603,3078831.12,3,23.22,0.2451,0.2844,0.4705,542673.003,629686.667,1041728.47,0
835,Annoyinglyarabian,9898504.71,1665920.27,8232584.44,4.26,1880643,335687.52,1544955.48,3.37,430353.09,76256.48,354096.61,IT Services,"An IT managed services and consulting firm providing services to businesses, specializing in fully-managed IT services and 24/7 support and monitoring of IT infrastructure.",28,TX,Plano,Houston,2016,22,4069833.6,692621.42,3377212.18,4,11,0.1527,0.3392,0.5081,254386.025,565080.156,846454.089,1
836,Ursastudying,4637646.96,415663.65,4221983.31,3.08,1137556,147309.09,990246.91,3.76,238982.35,28415.73,210566.62,Government Services,"A defense contractor that specializes in aircrew training, simulator maintenance, interactive courseware and software engineering services.",661,OK,Oklahoma City,"Oklahoma City, OK",2013,18.41,2004728.44,197129.49,1807598.95,7,9.205,0.2732,0.2188,0.508,113559.309,90947.207,211157.134,0
837,Basemuddled,8100135.72,3661646.68,4438489.04,4.45,1486967,1006172.12,480794.88,4.47,271840.4,144184.83,127655.57,Insurance,"Provides individual and family health insurance plans, as well as Medicare Advantage, Medicare Supplement and dental plans.",250,CT,Shelton,"Bridgeport-Stamford-Norwalk, CT",2017,28.8,3286314.37,1604001.21,1682313.16,3,14.4,0.1772,0.2339,0.5889,648843.792,856459.158,2156343.73,0
838,Hostileglove,8736304.71,4299102.42,4437202.29,4.98,1462128,600693.87,861434.13,5.72,217578.57,101911.21,115667.36,Retail,Provides hunting and sport shooting equipment to customers through an online auction.,19,GA,Kennesaw,Atlanta,2016,39.15,3472003.76,1667235.83,1804767.93,4,19.575,0.2713,0.2316,0.4971,1166346.487,995672.12,2137083.813,0
839,Granolabooby,6756153.07,7183551.98,-427398.9,3.39,1538406,2420858.12,-882452.12,2.83,401672.58,1333661.96,-931989.38,Logistics & Transportation,"Provides the process, information and delivery network to move medication from wholesalers to pharmacies to patients.",60,NY,Farmingdale,New York City,2014,15.82,2898743.88,3646024.02,-747280.13,6,7.91,0.247,0.2246,0.5284,1774337.339,1613425.775,3795788.866,0
840,Thrushemillwright,11215144.74,1802685.36,9412459.38,4.62,1994639,375307.06,1619331.94,6.06,282526.77,55239.43,227287.34,Manufacturing,Manufactures custom fasteners and distributes a wide array of industrial bolting products primarily for at the energy industries.,66,TX,Houston,Houston,2004,38.7,4497436.84,744410.62,3753026.22,16,19.35,0.2829,0.3,0.4171,509979.688,540805.608,751900.064,1
841,Errantplastic,5998941.25,7222599.24,-1223657.99,4.37,1117959,1422206.44,-304247.44,4.14,217501.75,176231.7,41270.05,Software,Provides cloud-based intelligent sales automation software designed for fast-paced sales environments.,138,CA,El Segundo,Los Angeles,2017,26.58,2444800.67,2940345.79,-495545.13,3,13.29,0.2338,0.2928,0.4734,1688643.702,2114777.057,3419178.48,0
842,Studycanadian,8923309.8,2337543.9,6585765.9,4.4,1652275,446688.51,1205586.49,1.79,592213.26,188162.03,404051.23,Manufacturing,"Supports multiple lines of products including high purity components, valves and regulators.",14,OR,Hillsboro,"Portland, OR",2013,14.07,3722599.35,990798.15,2731801.21,7,7.035,0.2819,0.3245,0.3936,658953.625,758532.996,920057.279,0
843,Ikeamongolian,7165221.4,4505105.24,2660116.16,4.33,1344710,870307.87,474402.13,4.34,251818.35,264509.62,-12691.27,Health,"Provides wellness incentive program consulting and administrative services regarding health insurance to businesses, individuals and health insurance providers.",133,OH,Cleveland,Cleveland,2016,27.45,2920583.25,1879974.24,1040609.01,4,13.725,0.1877,0.34,0.4723,845608.254,1531735.782,2127761.205,0
844,Handgunheard,7223462.65,3608916.82,3614545.83,3.39,1644154,646609.8,997544.2,2.39,485001.18,493980.77,-8979.59,Retail,An online retailer specializing in aftermarket pickup truck and SUV accessories.,67,ND,Jamestown,"Jamestown, ND",2015,13.89,3117539.28,1583169.13,1534370.15,5,6.945,0.1539,0.2699,0.5762,555412.299,974046.65,2079457.872,0
845,Ibexecheeks,9897384.06,5579893.76,4317490.3,4.2,1902610,1132011.02,770598.98,3.21,451926.37,310084.15,141842.22,Business Products & Services,"Offers IT staffing and per-project employees to help mid-size companies and major corporations with business process improvement, requirements management and program & project management services.",65,PA,Fort Washington,Philadelphia,2014,20.9,4083973.48,2340662.98,1743310.5,6,10.45,0.195,0.2599,0.5451,1088079.283,1450214.388,3041600.089,0
846,Trapexperts,6788469,3214118.89,3574350.11,3.1,1654816,980600.1,674215.9,3.26,388454.46,180495.33,207959.13,Financial Services,"Processes credit card transactions for restaurants, retailers, gas stations, national chains, e-commerce and home-based businesses nationwide.",330,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",2015,16.48,2943913.15,1458404.77,1485508.38,5,8.24,0.2966,0.3288,0.3746,953307.663,1056802.291,1204008.936,0
847,Muttonmint,9974454.43,6387202.5,3587251.93,3.9,2036708,1142934.55,893773.45,4.96,341729.53,216348.97,125380.56,Consumer Products & Services,An entertainment complex that provides competitive golfing games for individuals and groups of all ages and skill levels. Its golf balls contain computer microships that track each shot's accurace and distance and the upscale facilities offer a wide range of food and beverages.,2146,TX,Dallas,Dallas,2015,28.19,4117630.65,2582162.01,1535468.65,5,14.095,0.2835,0.268,0.4485,1810771.909,1711770.27,2864660.321,0
848,Sternlinguistic,8047083.84,2413537.54,5633546.3,5.4,1257921,360391.2,897529.8,5.79,185260.82,51214.17,134046.65,Security,"A security integration firm that provides video surveillance, access control, intrusion detection, security consulting services, IT security, structured cabling, and employee background screening for banks, hospitals, casinos, local and federal government, churches, schools, and manufacturers.",28,OK,Oklahoma City,"Oklahoma City, OK",2015,42.44,3163421.89,941714.3,2221707.58,5,21.22,0.2778,0.2833,0.4389,670480.729,683755.185,1059301.626,0
849,Currymercurial,11221821.37,3573280.44,7648540.92,5.56,1710375,459037.31,1251337.69,4.81,294384.68,86844.64,207540.04,IT Services,"Provides permanent, temporary, and contract staffing services for IT positions.",10,FL,Tampa,Tampa,2014,37.12,4408860.35,1373054.13,3035806.22,6,18.56,0.2561,0.3251,0.4188,915117.121,1161673.471,1496489.848,0
850,Totallyzonked,7506218.65,6688379.06,817839.6,4.39,1392028,1066464.7,325563.3,3.4,316370,301167.6,15202.4,IT Services,An IT provider that offers software application development and systems integration services.,53,CA,Santa Clara,San Jose,2017,22.73,3071538.88,2685337.12,386201.77,3,11.365,0.2153,0.249,0.5357,1440008.012,1665406.386,3582964.662,0
